c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    14539        20      203 |   34099   130321   294444 |    46   203423     3122  2756572 | 51.267 % |
c |    14584        20      203 |   34099   130321   294444 |    46   213423     3126  2756572 | 51.267 % |
c |    14624        20      203 |   34099   130321   294444 |    46   223423     3130  2756572 | 51.267 % |
c |    14673        20      203 |   34099   130321   294444 |    46   233423     3132  2756572 | 51.267 % |
c |    14712        20      203 |   34099   130321   294444 |    47   122436     3135  2877559 | 51.267 % |
c |    14785        20      203 |   34099   130321   294444 |    47   132436     3136  2877559 | 51.267 % |
c |    14818        20      203 |   34099   130321   294444 |    47   142436     3140  2877559 | 51.267 % |
c |    14859        20      203 |   34099   130321   294444 |    47   152436     3145  2877559 | 51.267 % |
c |    14912        20      203 |   34099   130321   294444 |    47   162436     3149  2877559 | 51.267 % |
c |    14979        20      203 |   34099   130321   294444 |    47   172436     3151  2877559 | 51.267 % |
c |    15005        20      203 |   34099   130321   294444 |    47   182436     3152  2877559 | 51.267 % |
c |    15064        20      203 |   34099   130321   294444 |    47   192436     3152  2877559 | 51.267 % |
c |    15113        20      203 |   34099   130321   294444 |    47   202436     3160  2877559 | 51.267 % |
c |    15147        20      204 |   34099   130321   294444 |    47   212436     3168  2877559 | 51.267 % |
c |    15200        20      203 |   34099   130321   294444 |    47   222436     3173  2877559 | 51.267 % |
c |    15245        20      204 |   34099   130321   294444 |    47   232436     3176  2877559 | 51.267 % |
c |    15294        20      204 |   34099   130321   294444 |    47   242436     3178  2877559 | 51.267 % |
c |    15348        20      203 |   34099   130321   294444 |    48   128833     3181  3001162 | 51.267 % |
c |    15392        20      204 |   34099   130321   294444 |    48   138833     3181  3001162 | 51.267 % |
c |    15432        20      204 |   34099   130321   294444 |    48   148833     3187  3001162 | 51.267 % |
c |    15468        20      204 |   34099   130321   294444 |    48   158833     3190  3001162 | 51.267 % |
c |    15510        20      204 |   34099   130321   294444 |    48   168833     3192  3001162 | 51.267 % |
c |    15553        20      204 |   34099   130321   294444 |    48   178833     3194  3001162 | 51.267 % |
c |    15616        20      204 |   34099   130321   294444 |    48   188833     3200  3001162 | 51.267 % |
c |    15640        20      204 |   34099   130321   294444 |    48   198833     3200  3001162 | 51.267 % |
c |    15706        20      204 |   34099   130321   294444 |    48   208833     3201  3001162 | 51.267 % |
c |    15748        20      204 |   34099   130321   294444 |    48   218833     3202  3001162 | 51.267 % |
c |    15789        20      204 |   34099   130321   294444 |    48   228833     3204  3001162 | 51.267 % |
c |    15814        20      204 |   34099   130321   294444 |    48   238833     3207  3001162 | 51.267 % |
c |    15870        20      204 |   34099   130321   294444 |    48   248833     3207  3001162 | 51.267 % |
c |    15881        20      205 |   34099   130321   294444 |    49   132638     3212  3127357 | 51.267 % |
c |    15908        20      205 |   34099   130321   294444 |    49   142638     3222  3127357 | 51.267 % |
c |    15964        20      205 |   34099   130321   294444 |    49   152638     3224  3127357 | 51.267 % |
c |    15990        20      205 |   34099   130321   294444 |    49   162638     3225  3127357 | 51.267 % |
c |    16054        20      205 |   34099   130321   294444 |    49   172638     3228  3127357 | 51.267 % |
c |    16091        20      205 |   34099   130321   294444 |    49   182638     3229  3127357 | 51.267 % |
c |    16148        20      205 |   34099   130321   294444 |    49   192638     3233  3127357 | 51.267 % |
c |    16192        20      205 |   34099   130321   294444 |    49   202638     3241  3127357 | 51.267 % |
c |    16225        20      205 |   34099   130321   294444 |    49   212638     3241  3127357 | 51.267 % |
c |    16259        20      206 |   34099   130321   294444 |    49   222638     3242  3127357 | 51.267 % |
c |    16307        20      206 |   34099   130321   294444 |    49   232638     3243  3127357 | 51.267 % |
c |    16346        20      206 |   34099   130321   294444 |    49   242638     3243  3127357 | 51.267 % |
c |    16423        20      205 |   34099   130321   294444 |    49   252638     3249  3127357 | 51.267 % |
c |    16480        20      205 |   34099   130321   294444 |    50   133830     3252  3256165 | 51.267 % |
c |    16513        20      205 |   34099   130321   294444 |    50   143830     3255  3256165 | 51.267 % |
c |    16557        21      205 |   34099   130321   294444 |    50   153830     3257  3256165 | 51.267 % |
c |    16601        21      206 |   34099   130321   294444 |    50   163830     3267  3256165 | 51.267 % |
c |    16650        21      206 |   34099   130321   294444 |    50   173830     3269  3256165 | 51.267 % |
c |    16697        21      206 |   34099   130321   294444 |    50   183830     3275  3256165 | 51.267 % |
c |    16760        21      205 |   34099   130321   294444 |    50   193830     3279  3256165 | 51.267 % |
c |    16773        21      206 |   34099   130321   294444 |    50   203830     3288  3256165 | 51.267 % |
c |    16810        21      206 |   34099   130321   294444 |    50   213830     3291  3256165 | 51.267 % |
c |    16815        21      206 |   34099   130321   294444 |    50   223830     3292  3256165 | 51.267 % |
c |    16842        21      207 |   34099   130321   294444 |    50   233830     3295  3256165 | 51.267 % |
c |    16908        21      207 |   34099   130321   294444 |    50   243830     3298  3256165 | 51.267 % |
c |    16946        21      207 |   34099   130321   294444 |    50   253830     3298  3256165 | 51.267 % |
c |    16988        21      207 |   34099   130321   294444 |    51   132439     3300  3387556 | 51.267 % |
c |    17030        21      207 |   34099   130321   294444 |    51   142439     3304  3387556 | 51.267 % |
c |    17088        21      207 |   34099   130321   294444 |    51   152439     3305  3387556 | 51.267 % |
c |    17107        21      207 |   34099   130321   294444 |    51   162439     3309  3387556 | 51.267 % |
c |    17113        21      208 |   34099   130321   294444 |    51   172439     3314  3387556 | 51.267 % |
c |    17175        21      207 |   34099   130321   294444 |    51   182439     3316  3387556 | 51.267 % |
c |    17203        21      208 |   34099   130321   294444 |    51   192439     3320  3387556 | 51.267 % |
c |    17249        21      208 |   34099   130321   294444 |    51   202439     3324  3387556 | 51.267 % |
c |    17301        21      208 |   34099   130321   294444 |    51   212439     3325  3387556 | 51.267 % |
c |    17333        21      208 |   34099   130321   294444 |    51   222439     3328  3387556 | 51.267 % |
c |    17362        21      208 |   34099   130321   294444 |    51   232439     3332  3387556 | 51.267 % |
c |    17425        21      208 |   34099   130321   294444 |    51   242439     3334  3387556 | 51.267 % |
c |    17492        21      208 |   34099   130321   294444 |    51   252439     3339  3387556 | 51.267 % |
c |    17533        21      208 |   34099   130321   294444 |    51   262439     3344  3387556 | 51.267 % |
c |    17568        21      208 |   34099   130321   294444 |    52   138435     3348  3521560 | 51.267 % |
c |    17632        21      208 |   34099   130321   294444 |    52   148435     3349  3521560 | 51.267 % |
c |    17671        21      208 |   34099   130321   294444 |    52   158435     3349  3521560 | 51.267 % |
c |    17717        21      208 |   34099   130321   294444 |    52   168435     3350  3521560 | 51.267 % |
c |    17757        21      208 |   34099   130321   294444 |    52   178435     3356  3521560 | 51.267 % |
c |    17809        21      208 |   34099   130321   294444 |    52   188435     3358  3521560 | 51.267 % |
c |    17836        21      208 |   34099   130321   294444 |    52   198435     3361  3521560 | 51.267 % |
c |    17836        21      209 |   34099   130321   294444 |    52   208435     3363  3521560 | 51.267 % |
c |    17856        24      209 |   34099   130321   294444 |    52   218435     3368  3521560 | 51.267 % |
c |    17918        24      209 |   34099   130321   294444 |    52   228435     3371  3521560 | 51.267 % |
c |    17988        24      209 |   34099   130321   294444 |    52   238435     3372  3521560 | 51.267 % |
c |    18032        24      209 |   34099   130321   294444 |    52   248435     3373  3521560 | 51.267 % |
c |    18082        24      209 |   34099   130321   294444 |    52   258435     3374  3521560 | 51.267 % |
c |    18113        24      209 |   34099   130321   294444 |    52   268435     3377  3521560 | 51.267 % |
c |    18172        24      209 |   34099   130321   294444 |    53   141824     3379  3658171 | 51.267 % |
c |    18226        24      209 |   34099   130321   294444 |    53   151824     3383  3658171 | 51.267 % |
c |    18285        24      208 |   34099   130321   294444 |    53   161824     3388  3658171 | 51.267 % |
c |    18322        24      209 |   34099   130321   294444 |    53   171824     3393  3658171 | 51.267 % |
c |    18388        24      208 |   34099   130321   294444 |    53   181824     3395  3658171 | 51.267 % |
c |    18425        24      208 |   34099   130321   294444 |    53   191824     3398  3658171 | 51.267 % |
c |    18456        24      209 |   34099   130321   294444 |    53   201824     3399  3658171 | 51.267 % |
c |    18509        24      209 |   34099   130321   294444 |    53   211824     3401  3658171 | 51.267 % |
c |    18559        24      209 |   34099   130321   294444 |    53   221824     3402  3658171 | 51.267 % |
c |    18597        24      209 |   34099   130321   294444 |    53   231824     3408  3658171 | 51.267 % |
c |    18624        24      209 |   34099   130321   294444 |    53   241824     3409  3658171 | 51.267 % |
c |    18687        25      209 |   34099   130321   294444 |    53   251824     3411  3658171 | 51.267 % |
c |    18704        25      209 |   34099   130321   294444 |    53   261824     3413  3658171 | 51.267 % |
c |    18761        25      209 |   34099   130321   294444 |    53   271824     3414  3658171 | 51.267 % |
c |    18819        25      209 |   34099   130321   294444 |    54   142631     3417  3797364 | 51.267 % |
c |    18849        25      209 |   34099   130321   294444 |    54   152631     3423  3797364 | 51.267 % |
c |    18858        25      209 |   34099   130321   294444 |    54   162631     3427  3797364 | 51.267 % |
c |    18904        25      210 |   34099   130321   294444 |    54   172631     3429  3797364 | 51.267 % |
c |    18954        25      209 |   34099   130321   294444 |    54   182631     3431  3797364 | 51.267 % |
c |    18985        25      210 |   34099   130321   294444 |    54   192631     3433  3797364 | 51.267 % |
c |    19032        25      210 |   34099   130321   294444 |    54   202631     3437  3797364 | 51.267 % |
c |    19057        25      210 |   34099   130321   294444 |    54   212631     3438  3797364 | 51.267 % |
c |    19073        25      210 |   34099   130321   294444 |    54   222631     3439  3797364 | 51.267 % |
c |    19112        25      210 |   34099   130321   294444 |    54   232631     3442  3797364 | 51.267 % |
c |    19133        25      211 |   34099   130321   294444 |    54   242631     3445  3797364 | 51.267 % |
c |    19182        25      211 |   34099   130321   294444 |    54   252631     3450  3797364 | 51.267 % |
c |    19224        25      211 |   34099   130321   294444 |    54   262631     3452  3797364 | 51.267 % |
c |    19281        25      211 |   34099   130321   294444 |    54   272631     3453  3797364 | 51.267 % |
c |    19330        25      211 |   34099   130321   294444 |    54   282631     3456  3797364 | 51.267 % |
c |    19403        25      210 |   34099   130321   294444 |    55   150831     3456  3939164 | 51.267 % |
c |    19446        25      210 |   34099   130321   294444 |    55   160831     3457  3939164 | 51.267 % |
c |    19496        25      210 |   34099   130321   294444 |    55   170831     3460  3939164 | 51.267 % |
c |    19515        25      211 |   34099   130321   294444 |    55   180831     3470  3939164 | 51.267 % |
c |    19548        25      211 |   34099   130321   294444 |    55   190831     3476  3939164 | 51.267 % |
c |    19593        25      211 |   34099   130321   294444 |    55   200831     3480  3939164 | 51.267 % |
